"symbol"	"prevSymbols"	"synonyms"	"name"	"refSeqName"
"2239"	"DLX6"	""	""	"distal-less homeobox 6"	"DLX6"
"2240"	"DNAJA3"	"TID1"	"HTID-1"	"DnaJ heat shock protein family (Hsp40) member A3"	"DNAJA3"
"2241"	"DND1"	""	"MGC34750,RBMS4"	"DND microRNA-mediated repression inhibitor 1"	"DND1"
"2242"	"DNMT3B"	""	""	"DNA methyltransferase 3 beta"	"DNMT3B"
"2243"	"DOCK1"	""	"DOCK180,CED5"	"dedicator of cytokinesis 1"	"DOCK1"
"2244"	"PRND"	""	"DPL,DJ1068H6.4,DOPPEL,PRPLP"	"prion like protein doppel"	"PRND"
"2245"	"DOT1L"	""	"KIAA1814,DOT1,KMT4"	"DOT1 like histone lysine methyltransferase"	"DOT1L"
"2246"	"PRUNE1"	"PRUNE"	"DRES-17,HTCD37,H-PRUNE"	"prune exopolyphosphatase 1"	"PRUNE"
"2247"	"FAM107A"	""	"DRR1,TU3A"	"family with sequence similarity 107 member A"	"FAM107A"
"2248"	"PHLDA1"	""	"TDAG51,DT1P1B11,PHRIP"	"pleckstrin homology like domain family A member 1"	"PHLDA1"
"2249"	"DUSP26"	""	"MGC1136,DUSP24"	"dual specificity phosphatase 26"	"DUSP26"
"2250"	"DUSP6"	""	"MKP-3,PYST1"	"dual specificity phosphatase 6"	"DUSP6"
"2251"	"DVL1"	""	""	"dishevelled segment polarity protein 1"	"DVL1"
"2252"	"PRKCI"	"DXS1179E"	"PKCI"	"protein kinase C iota"	"PRKCI"
"2253"	"EYA2"	""	"EAB1"	"EYA transcriptional coactivator and phosphatase 2"	"EYA2"
"2254"	"PA2G4"	""	""	"proliferation-associated 2G4"	"PA2G4"
"2255"	"PTPN9"	""	"MEG2"	"protein tyrosine phosphatase, non-receptor type 9"	"PTPN9"
"2256"	"PTPRR"	"PTPRQ"	"PTPBR7,PTP-SL,EC-PTP,PCPTP1"	"protein tyrosine phosphatase, receptor type R"	"PTPRR"
"2257"	"EPAS1"	""	"MOP2,PASD2,HIF2A,HLF,BHLHE73"	"endothelial PAS domain protein 1"	"EPAS1"
"2258"	"LPAR2"	"EDG4"	"EDG-4,LPA2"	"lysophosphatidic acid receptor 2"	"LPAR2"
"2259"	"FABP5"	""	"E-FABP,PA-FABP,KFABP"	"fatty acid binding protein 5"	"FABP5"
"2260"	"EHF"	""	"ESE3,ESEJ"	"ETS homologous factor"	"EHF"
"2261"	"EIF4B"	""	""	"eukaryotic translation initiation factor 4B"	"EIF4B"
"2262"	"EMP3"	""	"YMP"	"epithelial membrane protein 3"	"EMP3"
"2263"	"SLC22A3"	""	"OCT3,EMT"	"solute carrier family 22 member 3"	"SLC22A3"
"2264"	"LZTS1"	""	"FEZ1"	"leucine zipper tumor suppressor 1"	"LZTS1"
"2265"	"PTK2"	""	"FAK,FADK,FAK1,PPP1R71"	"protein tyrosine kinase 2"	"PTK2"
"2266"	"SCD"	"SCDOS"	"FADS5"	"stearoyl-CoA desaturase"	"SCD"
"2267"	"UBD"	""	"FAT10"	"ubiquitin D"	"UBD"
"2268"	"FAU"	""	"RPS30,FLJ22986,FUB1,FUBI,MNSFBETA,ASR1,S30"	"FAU, ubiquitin like and ribosomal protein S30 fusion"	"FAU"
"2269"	"FBLN2"	""	""	"fibulin 2"	"FBLN2"
"2270"	"FBXO11"	""	"FBX11,UBR6"	"F-box protein 11"	"FBXO11"
"2271"	"VEGFD"	"FIGF"	"VEGF-D"	"vascular endothelial growth factor D"	"FIGF"
"2272"	"SH3PXD2A"	"SH3MD1"	"FISH,KIAA0418"	"SH3 and PX domains 2A"	"SH3PXD2A"
"2273"	"FKBP8"	""	"FKBP38,FKBPR38"	"FK506 binding protein 8"	"FKBP8"
"2274"	"ZAP70"	"SRK"	"ZAP-70,STD"	"zeta chain of T cell receptor associated protein kinase 70"	"ZAP70"
"2275"	"LINC00598"	""	"TTL"	"long intergenic non-protein coding RNA 598"	"LINC00598"
"2276"	"PCLAF"	"KIAA0101"	"NS5ATP9,OEATC-1,P15(PAF),PAF15"	"PCNA clamp associated factor"	"KIAA0101"
"2277"	"RPRM"	""	"FLJ90327,REPRIMO"	"reprimo, TP53 dependent G2 arrest mediator homolog"	"RPRM"
"2278"	"FPR1"	""	"FPR,FMLP"	"formyl peptide receptor 1"	"FPR1"
"2279"	"FMNL1"	"C17ORF1B,FMNL"	"C17ORF1"	"formin like 1"	"FMNL1"
"2280"	"FOXQ1"	""	"HFH1"	"forkhead box Q1"	"FOXQ1"
"2281"	"FRZB"	""	"FRZB-PEN,FRZB1,SRFP3,FRP-3,SFRP3,FRE,FRITZ,FRZB-1,FZRB,HFIZ"	"frizzled related protein"	"FRZB"
"2282"	"SFRP2"	""	"SARP1,SDF-5,FRP-2"	"secreted frizzled related protein 2"	"SFRP2"
"2283"	"FURIN"	"PCSK3,FUR,PACE"	"SPC1"	"furin, paired basic amino acid cleaving enzyme"	"FURIN"
"2284"	"FXYD3"	"PLML"	"MAT-8"	"FXYD domain containing ion transport regulator 3"	"FXYD3"
"2285"	"GLS2"	""	"GA,GLS,LGA,HLGA"	"glutaminase 2"	"GLS2"
"2286"	"GALNT6"	""	"GALNAC-T6"	"polypeptide N-acetylgalactosaminyltransferase 6"	"GALNT6"
"2287"	"TGM2"	""	"TGC"	"transglutaminase 2"	"TGM2"
"2288"	"YEATS4"	""	"NUBI-1,GAS41,YAF9"	"YEATS domain containing 4"	"YEATS4"
"2289"	"GAST"	"GAS"	""	"gastrin"	"GAST"
"2290"	"NR3C1"	"GRL"	"GR"	"nuclear receptor subfamily 3 group C member 1"	"NR3C1"
"2291"	"NR4A1"	"HMR,GFRP1"	"TR3,N10,NAK-1,NGFIB,NUR77"	"nuclear receptor subfamily 4 group A member 1"	"NR4A1"
"2292"	"GLIS2"	""	"NPHP7"	"GLIS family zinc finger 2"	"GLIS2"
"2294"	"HDAC1"	"RPD3L1"	"HD1,GON-10"	"histone deacetylase 1"	"HDAC1"
"2295"	"GPC1"	""	"GLYPICAN"	"glypican 1"	"GPC1"
"2296"	"GPRC5A"	"RAI3"	"RAIG1,TIG1,PEIG-1"	"G protein-coupled receptor class C group 5 member A"	"GPRC5A"
"2297"	"GRM1"	""	"GPRC1A,MGLU1,MGLUR1,PPP1R85"	"glutamate metabotropic receptor 1"	"GRM1"
"2298"	"GPX3"	""	""	"glutathione peroxidase 3"	"GPX3"
"2299"	"GREB1"	""	"KIAA0575"	"growth regulating estrogen receptor binding 1"	"GREB1"
"2300"	"GSDMB"	"GSDML"	"PRO2521"	"gasdermin B"	"GSDMB"
"2301"	"GSTA1"	""	""	"glutathione S-transferase alpha 1"	"GSTA1"
"2302"	"HACE1"	""	"KIAA1320"	"HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1"	"HACE1"
"2303"	"WWC1"	""	"KIBRA,KIAA0869,PPP1R168"	"WW and C2 domain containing 1"	"WWC1"
"2304"	"MCM3"	""	""	"minichromosome maintenance complex component 3"	"MCM3"
"2305"	"NDC80"	"KNTC2"	"HEC,HEC1,HSNDC80,TID3"	"NDC80, kinetochore complex component"	"NDC80"
"2306"	"HELLS"	""	"PASG,SMARCA6,LSH,NBLA10143"	"helicase, lymphoid specific"	"HELLS"
"2307"	"ILK"	""	""	"integrin linked kinase"	"ILK"
"2308"	"PTPRA"	"PTPRL2,PTPA"	"LRP,HLPR,HPTPA,RPTPA"	"protein tyrosine phosphatase, receptor type A"	"PTPRA"
"2309"	"IRS1"	""	"HIRS-1"	"insulin receptor substrate 1"	"IRS1"
"2310"	"PIWIL1"	""	"PIWI,HIWI,CT80.1"	"piwi like RNA-mediated gene silencing 1"	"PIWIL1"
"2311"	"HLA-G"	""	""	"major histocompatibility complex, class I, G"	"HLA-G"
"2312"	"PEA15"	""	"HMAT1,MAT1,PED,PEA-15,MAT1H,HUMMAT1H,PED-PEA15,PED/PEA15"	"proliferation and apoptosis adaptor protein 15"	"PEA15"
"2313"	"HMGN5"	"NSBP1"	""	"high mobility group nucleosome binding domain 5"	"HMGN5"
"2314"	"HNF4A"	"TCF14,MODY,MODY1"	"NR2A1,HNF4"	"hepatocyte nuclear factor 4 alpha"	"HNF4A"
"2315"	"KLK8"	"PRSS19"	"HNP,TADG14,NEUROPSIN,OVASIN"	"kallikrein related peptidase 8"	"KLK8"
"2316"	"SNW1"	"SKIIP"	"NCOA-62,SKIP,PRP45,PRPF45,BX42,SKIP1,FUN20"	"SNW domain containing 1"	"SNW1"
"2317"	"HOXC8"	"HOX3,HOX3A"	""	"homeobox C8"	"HOXC8"
"2318"	"MELK"	""	"KIAA0175"	"maternal embryonic leucine zipper kinase"	"MELK"
"2319"	"RARRES3"	""	"TIG3,HRASLS4"	"retinoic acid receptor responder 3"	"RARRES3"
"2320"	"HSPA8"	"HSPA10"	"HSC71,HSC70,HSP73"	"heat shock protein family A (Hsp70) member 8"	"HSPA8"
"2321"	"SMYD2"	""	"HSKM-B,ZMYND14,KMT3C"	"SET and MYND domain containing 2"	"SMYD2"
"2322"	"SULF1"	""	"KIAA1077,SULF-1,HSULF-1"	"sulfatase 1"	"SULF1"
"2323"	"HTRA2"	"PRSS25"	"OMI,PARK13"	"HtrA serine peptidase 2"	"HTRA2"
"2324"	"HTRA3"	""	"TASP,PRSP"	"HtrA serine peptidase 3"	"HTRA3"
"2325"	"ID1"	""	"DJ857M17.1.2,BHLHB24"	"inhibitor of DNA binding 1, HLH protein"	"ID1"
"2326"	"KPNB1"	""	"NTF97,IPOB,MGC2155,MGC2156,MGC2157,IMB1,IMPNB,IPO1"	"karyopherin subunit beta 1"	"KPNB1"
"2327"	"ING1"	""	"P33ING1,P33ING1B,P24ING1C,P33,P47,P47ING1A"	"inhibitor of growth family member 1"	"ING1"
"2328"	"INGX"	"ING2"	"ING1-LIKE"	"inhibitor of growth family, X-linked (pseudogene)"	"INGX"
"2329"	"INPP4B"	""	""	"inositol polyphosphate-4-phosphatase type II B"	"INPP4B"
"2330"	"SLC24A5"	""	"JSX,OCA6"	"solute carrier family 24 member 5"	"SLC24A5"
"2331"	"PFKFB3"	""	""	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"	"PFKFB3"
"2332"	"PGR"	""	"PR,NR3C3"	"progesterone receptor"	"PGR"
"2333"	"XRCC5"	""	"KU80,KARP-1,KU86,KUB2"	"X-ray repair cross complementing 5"	"XRCC5"
"2334"	"PERP"	""	"PIGPC1,DJ496H19.1,KCP1,THW,KRTCAP1"	"PERP, TP53 apoptosis effector"	"PERP"
"2335"	"WDR48"	""	"KIAA1449,P80,SPG60"	"WD repeat domain 48"	"WDR48"
"2336"	"MKI67"	""	"MIB-,PPP1R105"	"marker of proliferation Ki-67"	"MKI67"
"2337"	"UHMK1"	""	"KIS,KIST"	"U2AF homology motif kinase 1"	"UHMK1"
"2338"	"KLK12"	""	"KLK-L5"	"kallikrein related peptidase 12"	"KLK12"
"2339"	"KLK13"	""	"KLK-L4"	"kallikrein related peptidase 13"	"KLK13"
"2340"	"KLK14"	""	"KLK-L6"	"kallikrein related peptidase 14"	"KLK14"
"2341"	"KLK9"	""	"KLK-L3"	"kallikrein related peptidase 9"	"KLK9"
"2342"	"LRIG3"	""	"FLJ90440,KIAA3016"	"leucine rich repeats and immunoglobulin like domains 3"	"LRIG3"
"2343"	"LRP1B"	""	"LRP-DIT,LRPDIT"	"LDL receptor related protein 1B"	"LRP1B"
"2344"	"TRPM8"	""	""	"transient receptor potential cation channel subfamily M member 8"	"TRPM8"
"2345"	"TRO"	""	"MAGE-D3,KIAA1114,MAGED3"	"trophinin"	"TRO"
"2346"	"MOAP1"	""	"MAP-1,PNMA4"	"modulator of apoptosis 1"	"MOAP1"
"2347"	"RASSF5"	""	"MAXP1,NORE1,RAPL"	"Ras association domain family member 5"	"RASSF5"
"2348"	"MAZ"	""	"ZF87,PUR-1,ZIF87,ZNF801"	"MYC associated zinc finger protein"	"MAZ"
"2349"	"MBD4"	""	"MED1"	"methyl-CpG binding domain 4, DNA glycosylase"	"MBD4"
"2350"	"SDCBP"	""	"SYCL,MDA-9"	"syndecan binding protein"	"SDCBP"
"2351"	"SLIT3"	"SLIL2"	"SLIT2,MEGF5,SLIT1,SLIT-3"	"slit guidance ligand 3"	"SLIT3"
"2352"	"MIR100"	"MIRN100"	"HSA-MIR-100"	"microRNA 100"	"MIR100"
"2353"	"MIR106B"	"MIRN106B"	"HSA-MIR-106B"	"microRNA 106b"	"MIR106B"
"2354"	"MIR107"	"MIRN107"	"HSA-MIR-107"	"microRNA 107"	"MIR107"
"2355"	"MIR122"	"MIRN122A,MIRN122"	"HSA-MIR-122A,HSA-MIR-122"	"microRNA 122"	"MIR122"
"2356"	"MIR126"	"MIRN126"	"HSA-MIR-126"	"microRNA 126"	"MIR126"
"2357"	"MIR133B"	"MIRN133B"	"HSA-MIR-133B"	"microRNA 133b"	"MIR133B"
"2358"	"MIR135A1"	"MIRN135-1,MIRN135A1"	"HSA-MIR-135-1,HSA-MIR-135A-1"	"microRNA 135a-1"	"MIR135A1"
"2359"	"MIR141"	"MIRN141"	"HSA-MIR-141"	"microRNA 141"	"MIR141"
"2360"	"MIR143"	"MIRN143"	"HSA-MIR-143"	"microRNA 143"	"MIR143"
"2361"	"MIR145"	"MIRN145"	"HSA-MIR-145,MIR-145"	"microRNA 145"	"MIR145"
"2362"	"MIR146B"	"MIRN146B"	"HSA-MIR-146B"	"microRNA 146b"	"MIR146B"
"2363"	"MIR150"	"MIRN150"	"HSA-MIR-150"	"microRNA 150"	"MIR150"
"2364"	"MIR183"	"MIRN183"	"HSA-MIR-183"	"microRNA 183"	"MIR183"
"2365"	"MIR191"	"MIRN191"	"HSA-MIR-191"	"microRNA 191"	"MIR191"
"2366"	"MIR196B"	"MIRN196B"	"HSA-MIR-196B"	"microRNA 196b"	"MIR196B"
"2367"	"MIR200A"	"MIRN200A"	"HSA-MIR-200A"	"microRNA 200a"	"MIR200A"
"2368"	"MIR200B"	"MIRN200B"	"HSA-MIR-200B"	"microRNA 200b"	"MIR200B"
"2369"	"MIR200C"	"MIRN200C"	"HSA-MIR-200C"	"microRNA 200c"	"MIR200C"
"2370"	"MIR211"	"MIRN211"	"HSA-MIR-211"	"microRNA 211"	"MIR211"
"2371"	"MIR22"	"MIRN22"	"HSA-MIR-22"	"microRNA 22"	"MIR22"
"2372"	"MIR23A"	"MIRN23A"	"HSA-MIR-23A"	"microRNA 23a"	"MIR23A"
"2373"	"MIR26A1"	"MIRN26A1"	"HSA-MIR-26A-1"	"microRNA 26a-1"	"MIR26A1"
"2374"	"MIR27A"	"MIRN27A"	"HSA-MIR-27A"	"microRNA 27a"	"MIR27A"
"2375"	"MIR296"	"MIRN296"	"HSA-MIR-296"	"microRNA 296"	"MIR296"
"2376"	"MIR30A"	"MIRN30A"	"HSA-MIR-30A"	"microRNA 30a"	"MIR30A"
"2377"	"MIR331"	"MIRN331"	"HSA-MIR-331"	"microRNA 331"	"MIR331"
"2378"	"MIR373"	"MIRN373"	"HSA-MIR-373"	"microRNA 373"	"MIR373"
"2379"	"MIR429"	"MIRN429"	"HSA-MIR-429"	"microRNA 429"	"MIR429"
"2380"	"MIR449A"	"MIRN449,MIRN449A"	"HSA-MIR-449,HSA-MIR-449A"	"microRNA 449a"	"MIR449A"
"2381"	"MIR744"	"MIRN744"	"HSA-MIR-744"	"microRNA 744"	"MIR744"
"2382"	"MMP15"	""	"MT2-MMP,MTMMP2,SMCP-2"	"matrix metallopeptidase 15"	"MMP15"
"2383"	"MMP19"	"MMP18"	"RASI-1"	"matrix metallopeptidase 19"	"MMP19"
"2384"	"MMP26"	""	"ENDOMETASE,MGC126590,MGC126592"	"matrix metallopeptidase 26"	"MMP26"
"2385"	"RPS27"	""	"MPS-1,MPS1,S27"	"ribosomal protein S27"	"RPS27"
"2386"	"NANOG"	""	"FLJ12581,FLJ40451"	"Nanog homeobox"	"NANOG"
"2387"	"PLCG1"	"PLC1"	"PLC148,PLC-II,PLCGAMMA1,NCKAP3"	"phospholipase C gamma 1"	"PLCG1"
"2388"	"PCSK1"	"NEC1"	"PC1,PC3,SPC3"	"proprotein convertase subtilisin/kexin type 1"	"PCSK1"
"2389"	"NTSR1"	""	"NTR"	"neurotensin receptor 1"	"NTSR1"
"2390"	"NUMB"	"C14ORF41"	""	"NUMB, endocytic adaptor protein"	"NUMB"
"2391"	"SGO1"	"SGOL1"	"NY-BR-85"	"shugoshin 1"	"SGO1"
"2392"	"ORAI3"	"TMEM142C"	"MGC13024"	"ORAI calcium release-activated calcium modulator 3"	"ORAI3"
"2393"	"PCSK6"	"PACE4"	"SPC4"	"proprotein convertase subtilisin/kexin type 6"	"PCSK6"
"2394"	"PAK2"	""	"PAK65,PAKGAMMA"	"p21 (RAC1) activated kinase 2"	"PAK2"
"2395"	"TNKS"	""	"TIN1,TINF1,TNKS1,PARP-5A,PARP5A,PART5"	"tankyrase"	"TNKS"
"2396"	"PKD1"	""	"PBP,PC-1,TRPP1"	"polycystin 1, transient receptor potential channel interacting"	"PKD1"
"2397"	"PCSK4"	""	"PC4,SPC5,DKFZP434B217,MGC34749"	"proprotein convertase subtilisin/kexin type 4"	"PCSK4"
"2398"	"PCSK5"	""	"PC5,PC6,SPC6"	"proprotein convertase subtilisin/kexin type 5"	"PCSK5"
"2399"	"PDCD5"	""	"TFAR19,MGC9294"	"programmed cell death 5"	"PDCD5"
"2400"	"PFKFB2"	""	""	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"	"PFKFB2"
"2401"	"PFKFB4"	""	""	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"	"PFKFB4"
"2402"	"VIP"	""	""	"vasoactive intestinal peptide"	"VIP"
"2403"	"PIP4K2A"	"PIP5K2A"	"PIP5KIIA,PIP5KIIALPHA"	"phosphatidylinositol-5-phosphate 4-kinase type 2 alpha"	"PIP4K2A"
"2404"	"PIP5K1A"	""	""	"phosphatidylinositol-4-phosphate 5-kinase type 1 alpha"	"PIP5K1A"
"2405"	"PLD2"	""	""	"phospholipase D2"	"PLD2"
"2406"	"VDAC1"	""	"MGC111064,PORIN"	"voltage dependent anion channel 1"	"VDAC1"
"2407"	"RPS6KA6"	""	"RSK4"	"ribosomal protein S6 kinase A6"	"RPS6KA6"
"2408"	"PPP1R9B"	"PPP1R6,PPP1R9"	"SPN,SPINO"	"protein phosphatase 1 regulatory subunit 9B"	"PPP1R9B"
"2409"	"UTS2"	""	"UII,U-II,UCN2,PRO1068"	"urotensin 2"	"UTS2"
"2410"	"SPINK1"	""	"SPINK3,PCTT,PSTI,TATI"	"serine peptidase inhibitor, Kazal type 1"	"SPINK1"
"2411"	"PTPN1"	"PTP1B"	""	"protein tyrosine phosphatase, non-receptor type 1"	"PTPN1"
"2412"	"RRM2"	""	""	"ribonucleotide reductase regulatory subunit M2"	"RRM2"
"2413"	"RAB31"	""	"RAB22B"	"RAB31, member RAS oncogene family"	"RAB31"
"2414"	"RGS17"	""	"RGSZ2,RGS-17"	"regulator of G protein signaling 17"	"RGS17"
"2415"	"RHOBTB3"	""	"KIAA0878"	"Rho related BTB domain containing 3"	"RHOBTB3"
"2416"	"RNF11"	""	"CGI-123,SID1669P,MGC51169"	"ring finger protein 11"	"RNF11"
"2417"	"ROCK2"	""	""	"Rho associated coiled-coil containing protein kinase 2"	"ROCK2"
"2418"	"S100A1"	"S100A"	"S100-ALPHA"	"S100 calcium binding protein A1"	"S100A1"
"2419"	"S100PBP"	""	"FLJ12903,S100PBPR"	"S100P binding protein"	"S100PBP"
"2420"	"SASH1"	""	"KIAA0790,DJ323M4.1,SH3D6A"	"SAM and SH3 domain containing 1"	"SASH1"
"2421"	"SELENOF"	""	"SEP15"	"selenoprotein F"	NA
"2422"	"SELENOP"	"SEPP1"	"SEP,SELP,SEPP"	"selenoprotein P"	"SEPP1"
"2423"	"SGK1"	"SGK"	""	"serum/glucocorticoid regulated kinase 1"	"SGK1"
"2424"	"SIAH1"	""	"HSIAH1"	"siah E3 ubiquitin protein ligase 1"	"SIAH1"
"2425"	"SLC39A1"	"ZIRTL"	"ZIP1"	"solute carrier family 39 member 1"	"SLC39A1"
"2426"	"SLIT2"	"SLIL3"	"SLIT-2"	"slit guidance ligand 2"	"SLIT2"
"2427"	"SPRY1"	""	"HSPRY1"	"sprouty RTK signaling antagonist 1"	"SPRY1"
"2428"	"SRD5A2"	""	""	"steroid 5 alpha-reductase 2"	"SRD5A2"
"2429"	"STAT2"	""	"STAT113"	"signal transducer and activator of transcription 2"	"STAT2"
"2430"	"TALDO1"	""	""	"transaldolase 1"	"TALDO1"
"2431"	"WWTR1"	""	"TAZ,DKFZP586I1419"	"WW domain containing transcription regulator 1"	"WWTR1"
"2432"	"TBX3"	"UMS"	"TBX3-ISO,XHL"	"T-box 3"	"TBX3"
"2433"	"TERF2"	"TRBF2"	"TRF2"	"telomeric repeat binding factor 2"	"TERF2"
"2434"	"TGFBRAP1"	""	"TRAP-1,TRAP1,VPS3"	"transforming growth factor beta receptor associated protein 1"	"TGFBRAP1"
"2435"	"TRPV2"	""	"VRL,VRL-1,VRL1"	"transient receptor potential cation channel subfamily V member 2"	"TRPV2"
"2436"	"USP1"	""	""	"ubiquitin specific peptidase 1"	"USP1"
"2437"	"VRK2"	""	""	"vaccinia related kinase 2"	"VRK2"
"2438"	"YPEL3"	""	"MGC10500"	"yippee like 3"	"YPEL3"
"2439"	"ZFX"	""	"ZNF926"	"zinc finger protein X-linked"	"ZFX"
"2441"	"A1CF"	""	"ACF,ASP,ACF64,ACF65,APOBEC1CF"	"APOBEC1 complementation factor"	"A1CF"
"2442"	"ANK1"	"ANK"	"SPH1"	"ankyrin 1"	"ANK1"
"2443"	"APOBEC3B"	""	"PHRBNL,FLJ21201"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3B"	"APOBEC3B"
"2444"	"ARHGAP5"	"GFI2"	"RHOGAP5,P190-B,P190BRHOGAP"	"Rho GTPase activating protein 5"	"ARHGAP5"
"2445"	"ARHGEF10"	""	"KIAA0294,GEF10"	"Rho guanine nucleotide exchange factor 10"	"ARHGEF10"
"2446"	"ARHGEF10L"	""	"FLJ10521,KIAA1626"	"Rho guanine nucleotide exchange factor 10 like"	"ARHGEF10L"
"2447"	"ASXL2"	""	"ASXH2,FLJ10898,KIAA1685"	"additional sex combs like 2, transcriptional regulator"	"ASXL2"
"2448"	"ATP1A1"	""	""	"ATPase Na+/K+ transporting subunit alpha 1"	"ATP1A1"
"2449"	"ATP2B3"	"SCAX1,CLA2"	"PMCA3,CFAP39"	"ATPase plasma membrane Ca2+ transporting 3"	"ATP2B3"
"2450"	"BAZ1A"	""	"HACF1,ACF1,WALP1,WCRF180"	"bromodomain adjacent to zinc finger domain 1A"	"BAZ1A"
"2451"	"BCL9L"	""	"DLNB11"	"B cell CLL/lymphoma 9 like"	"BCL9L"
"2452"	"BCORL1"	"CXORF10"	"FLJ11362"	"BCL6 corepressor like 1"	"BCORL1"
"2453"	"BMP5"	""	""	"bone morphogenetic protein 5"	"BMP5"
"2454"	"WDCP"	"C2ORF44"	"FLJ21945"	"WD repeat and coiled coil containing"	"WDCP"
"2455"	"CACNA1D"	"CCHL1A2,CACNL1A2"	"CAV1.3,CACH3,CACN4"	"calcium voltage-gated channel subunit alpha1 D"	"CACNA1D"
"2457"	"CASP3"	""	"CPP32,CPP32B,YAMA,APOPAIN"	"caspase 3"	"CASP3"
"2458"	"CCR4"	""	"CC-CKR-4,CMKBR4,CKR4,K5-5,CHEMR13,CD194"	"C-C motif chemokine receptor 4"	"CCR4"
"2459"	"CD209"	""	"DC-SIGN,CDSIGN,DC-SIGN1,CLEC4L"	"CD209 molecule"	"CD209"
"2460"	"CD28"	""	""	"CD28 molecule"	"CD28"
"2461"	"CDK12"	"CRKRS"	"CRK7,CRKR,KIAA0904"	"cyclin dependent kinase 12"	"CDK12"
"2462"	"CEP89"	"CCDC123"	"FLJ14640"	"centrosomal protein 89"	"CEP89"
"2463"	"CHD4"	""	"MI-2B,MI2-BETA"	"chromodomain helicase DNA binding protein 4"	"CHD4"
"2464"	"CLIP1"	"RSN"	"CYLN1,CLIP170,CLIP,CLIP-170"	"CAP-Gly domain containing linker protein 1"	"CLIP1"
"2465"	"CNBD1"	""	"FLJ35802"	"cyclic nucleotide binding domain containing 1"	"CNBD1"
"2466"	"CNOT3"	"NOT3"	"NOT3H,KIAA0691,LENG2"	"CCR4-NOT transcription complex subunit 3"	"CNOT3"
"2467"	"CNTNAP2"	""	"CASPR2,KIAA0868,NRXN4"	"contactin associated protein like 2"	"CNTNAP2"
"2468"	"COL2A1"	"SEDC,AOM"	"STL1"	"collagen type II alpha 1 chain"	"COL2A1"
"2469"	"COL3A1"	"EDS4A"	""	"collagen type III alpha 1 chain"	"COL3A1"
"2470"	"CPEB3"	""	"KIAA0940"	"cytoplasmic polyadenylation element binding protein 3"	"CPEB3"
"2471"	"CRNKL1"	""	"CRN,CLF,SYF3,CLF1"	"crooked neck pre-mRNA splicing factor 1"	"CRNKL1"
"2472"	"CTNNA2"	""	"CAP-R,CT114"	"catenin alpha 2"	"CTNNA2"
"2473"	"CUL3"	""	""	"cullin 3"	"CUL3"
"2474"	"CXCR4"	""	"LESTR,NPY3R,HM89,NPYY3R,D2S201E,FUSIN,HSY3RR,NPYR,CD184"	"C-X-C motif chemokine receptor 4"	"CXCR4"
"2475"	"CYP2C8"	""	"CPC8"	"cytochrome P450 family 2 subfamily C member 8"	"CYP2C8"
"2476"	"CYSLTR2"	""	"CYSLT(2),CYSLT2R"	"cysteinyl leukotriene receptor 2"	"CYSLTR2"
"2477"	"DCAF12L2"	"WDR40C"	""	"DDB1 and CUL4 associated factor 12 like 2"	"DCAF12L2"
"2478"	"DCTN1"	""	""	"dynactin subunit 1"	"DCTN1"
"2479"	"DDR2"	"TYRO10,NTRKR3"	"TKT"	"discoidin domain receptor tyrosine kinase 2"	"DDR2"
"2480"	"DDX3X"	"DDX3"	"DBX,HLP2,DDX14"	"DEAD-box helicase 3 X-linked"	"DDX3X"
"2481"	"DGCR8"	"C22ORF12"	"DGCRK6,GY1,PASHA"	"DGCR8, microprocessor complex subunit"	"DGCR8"
"2482"	"DNAJB1"	"HSPF1"	"HSP40,SIS1,RSPH16B"	"DnaJ heat shock protein family (Hsp40) member B1"	"DNAJB1"
"2483"	"DNM2"	""	"DYNII,DYN2,CMTDIB,CMTDI1,DI-CMTB,CMT2M"	"dynamin 2"	"DNM2"
"2484"	"DROSHA"	"RNASEN"	"RNASE3L,ETOHI2,HSA242976,RN3"	"drosha ribonuclease III"	"DROSHA"
"2485"	"DUX4L1"	"DUX4"	""	"double homeobox 4 like 1"	"DUX4"
"2486"	"ECT2L"	"C6ORF91"	"ARHGEF32,FBXO49,LFDH"	"epithelial cell transforming 2 like"	"ECT2L"
"2487"	"EED"	""	"WAIT-1,HEED"	"embryonic ectoderm development"	"EED"
"2488"	"ELF3"	"ESX"	"EPR-1,ESE-1,ERT"	"E74 like ETS transcription factor 3"	"ELF3"
"2489"	"ETNK1"	""	"EKI1,EKI"	"ethanolamine kinase 1"	"ETNK1"
"2490"	"EZR"	"VIL2"	""	"ezrin"	"EZR"
"2491"	"FAM131B"	""	"KIAA0773"	"family with sequence similarity 131 member B"	"FAM131B"
"2492"	"FAM135B"	""	"C8ORFK32"	"family with sequence similarity 135 member B"	"FAM135B"
"2493"	"TENT5C"	"FAM46C"	"FLJ20202"	"terminal nucleotidyltransferase 5C"	"FAM46C"
"2494"	"FAM47C"	""	""	"family with sequence similarity 47 member C"	"FAM47C"
"2495"	"FAT3"	""	"KIAA1989,CDHF15,CDHR10"	"FAT atypical cadherin 3"	"FAT3"
